stock,STT,indicator,2017,2016,2015,2014,2013
DNP,4,Vốn chủ sở hữu,126%,109%,140%,23%,3%
DNP,5,Tiền mặt,3%,31%,"1,254%",14%,94%
DNP,1,Cổ tức tiền mặt,N/A,N/A,N/A,N/A,N/A
DNP,2,Tăng trưởng giá cổ phiếu,49%,95%,41%,127%,22%
DPM,1,Tài sản ngắn hạn/Tổng tài sản,54%,61%,74%,71%,70%
DPM,2,Tài sản dài hạn/Tổng tài sản,46%,39%,26%,29%,30%
DPM,3,Nợ phải trả/Tổng nguồn vốn,21%,14%,22%,11%,12%
DPM,4,Nợ phải trả/Vốn chủ sở hữu,27%,16%,28%,12%,13%
DPM,5,Vốn chủ sở hữu/Tổng nguồn vốn,79%,86%,78%,89%,86%
DPM,6,Thanh toán hiện hành,398%,502%,440%,690%,614%
DPM,7,Thanh toán nhanh,317%,422%,366%,547%,505%
DPM,8,Thanh toán nợ ngắn hạn,204%,354%,310%,486%,330%
DPM,9,Vòng quay Tổng tài sản,20%,77%,93%,91%,97%
DPM,10,Vòng quay tài sản ngắn hạn,34%,114%,128%,130%,141%
DPM,11,Vòng quay vốn chủ sở hữu,25%,94%,111%,104%,112%
DPM,12,Vòng quay Hàng tồn kho,159%,483%,463%,503%,558%
DPM,13,Lợi nhuận trước thuế/Doanh thu thuần,8%,18%,19%,13%,24%
DPM,14,Lợi nhuận sau thuế/Doanh thu thuần,7%,15%,16%,12%,21%
DPM,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),7%,12%,14%,11%,20%
DPM,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),9%,14%,18%,13%,23%
DPM,1,Lợi nhuận trên vốn đầu tư (ROIC),9%,21%,23%,16%,31%
DPM,2,Tỷ lệ tăng trưởng doanh thu,16%,-19%,2%,-7%,-23%
DPM,3,Lợi nhuận trên cổ phiếu (EPS),-44%,-24%,36%,-51%,-27%
DPM,4,Vốn chủ sở hữu,-6%,-4%,-5%,-4%,2%
DPM,5,Tiền mặt,-40%,-28%,12%,26%,-28%
DPM,1,Cổ tức tiền mặt,N/A,30%,40%,30%,50%
DPM,2,Tăng trưởng giá cổ phiếu,3%,-13%,8%,-16%,29%
DPR,1,Tài sản ngắn hạn/Tổng tài sản,37%,34%,35%,34%,45%
DPR,2,Tài sản dài hạn/Tổng tài sản,63%,66%,65%,66%,55%
DPR,3,Nợ phải trả/Tổng nguồn vốn,26%,23%,21%,20%,18%
DPR,4,Nợ phải trả/Vốn chủ sở hữu,35%,30%,27%,25%,26%
DPR,5,Vốn chủ sở hữu/Tổng nguồn vốn,74%,77%,79%,80%,69%
DPR,6,Thanh toán hiện hành,427%,441%,413%,423%,385%
DPR,7,Thanh toán nhanh,385%,399%,369%,370%,319%
DPR,8,Thanh toán nợ ngắn hạn,209%,235%,258%,224%,198%
DPR,9,Vòng quay Tổng tài sản,11%,25%,26%,28%,36%
DPR,10,Vòng quay tài sản ngắn hạn,32%,72%,73%,71%,73%
DPR,11,Vòng quay vốn chủ sở hữu,15%,32%,32%,37%,48%
DPR,12,Vòng quay Hàng tồn kho,222%,529%,487%,324%,281%
DPR,13,Lợi nhuận trước thuế/Doanh thu thuần,20%,22%,22%,28%,37%
DPR,14,Lợi nhuận sau thuế/Doanh thu thuần,16%,19%,18%,23%,33%
DPR,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),8%,5%,5%,6%,11%
DPR,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),11%,6%,6%,8%,16%
DPR,1,Lợi nhuận trên vốn đầu tư (ROIC),21%,25%,24%,34%,54%
DPR,2,Tỷ lệ tăng trưởng doanh thu,77%,0%,-7%,-16%,-20%
DPR,3,Lợi nhuận trên cổ phiếu (EPS),200%,9%,-32%,-42%,-28%
DPR,4,Vốn chủ sở hữu,1%,-1%,1%,15%,2%
DPR,5,Tiền mặt,-1%,-17%,25%,-21%,18%
DPR,1,Cổ tức tiền mặt,N/A,30%,50%,30%,40%
DPR,2,Tăng trưởng giá cổ phiếu,20%,17%,3%,-10%,-6%
DPS,1,Tài sản ngắn hạn/Tổng tài sản,73%,93%,86%,84%,98%
DPS,2,Tài sản dài hạn/Tổng tài sản,27%,7%,14%,16%,2%
DPS,3,Nợ phải trả/Tổng nguồn vốn,46%,43%,17%,13%,90%
DPS,4,Nợ phải trả/Vốn chủ sở hữu,84%,76%,20%,15%,913%
DPS,5,Vốn chủ sở hữu/Tổng nguồn vốn,54%,57%,83%,87%,10%
DPS,6,Thanh toán hiện hành,161%,216%,506%,632%,108%
DPS,7,Thanh toán nhanh,117%,186%,370%,371%,67%
DPS,8,Thanh toán nợ ngắn hạn,1%,7%,25%,89%,7%
DPS,9,Vòng quay Tổng tài sản,46%,276%,488%,753%,"4,078%"
DPS,10,Vòng quay tài sản ngắn hạn,55%,303%,575%,865%,"4,172%"
DPS,11,Vòng quay vốn chủ sở hữu,82%,431%,576%,"1,086%","41,303%"
DPS,12,Vòng quay Hàng tồn kho,251%,"1,681%","1,671%","2,105%","10,767%"
DPS,13,Lợi nhuận trước thuế/Doanh thu thuần,0%,2%,2%,1%,0%
DPS,14,Lợi nhuận sau thuế/Doanh thu thuần,0%,1%,2%,1%,0%
DPS,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),1%,3%,8%,3%,0%
DPS,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),2%,4%,10%,3%,5%
DPS,1,Lợi nhuận trên vốn đầu tư (ROIC),0%,1%,2%,1%,0%
DPS,2,Tỷ lệ tăng trưởng doanh thu,0%,9%,8%,-18%,-100%
DPS,3,Lợi nhuận trên cổ phiếu (EPS),-70%,-19%,81%,"1,847%",0%
DPS,4,Vốn chủ sở hữu,2%,77%,11%,"2,920%",-100%
DPS,5,Tiền mặt,-62%,81%,-58%,562%,-100%
DPS,1,Cổ tức tiền mặt,N/A,N/A,N/A,N/A,N/A
DPS,2,Tăng trưởng giá cổ phiếu,-9%,-78%,-29%,N/A,N/A
DQC,1,Tài sản ngắn hạn/Tổng tài sản,81%,79%,79%,91%,92%
DQC,2,Tài sản dài hạn/Tổng tài sản,19%,21%,21%,9%,8%
DQC,3,Nợ phải trả/Tổng nguồn vốn,28%,27%,28%,47%,50%
DQC,4,Nợ phải trả/Vốn chủ sở hữu,40%,38%,39%,91%,101%
DQC,5,Vốn chủ sở hữu/Tổng nguồn vốn,72%,73%,72%,52%,49%
DQC,6,Thanh toán hiện hành,287%,291%,338%,212%,203%
DQC,7,Thanh toán nhanh,218%,225%,264%,171%,157%
DQC,8,Thanh toán nợ ngắn hạn,51%,75%,82%,22%,57%
DQC,9,Vòng quay Tổng tài sản,16%,67%,64%,69%,47%
DQC,10,Vòng quay tài sản ngắn hạn,20%,85%,75%,76%,51%
DQC,11,Vòng quay vốn chủ sở hữu,23%,92%,105%,136%,99%
DQC,12,Vòng quay Hàng tồn kho,65%,279%,246%,235%,163%
DQC,13,Lợi nhuận trước thuế/Doanh thu thuần,11%,25%,25%,25%,21%
DQC,14,Lợi nhuận sau thuế/Doanh thu thuần,9%,20%,19%,20%,15%
DQC,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),8%,13%,14%,13%,7%
DQC,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),12%,18%,19%,25%,15%
DQC,1,Lợi nhuận trên vốn đầu tư (ROIC),12%,27%,29%,30%,23%
DQC,2,Tỷ lệ tăng trưởng doanh thu,3%,-5%,-11%,54%,23%
DQC,3,Lợi nhuận trên cổ phiếu (EPS),-42%,2%,-17%,156%,57%
DQC,4,Vốn chủ sở hữu,-2%,6%,12%,17%,6%
DQC,5,Tiền mặt,8%,12%,67%,-60%,115%
DQC,1,Cổ tức tiền mặt,N/A,40%,25%,5%,20%
DQC,2,Tăng trưởng giá cổ phiếu,-34%,24%,41%,69%,99%
DRC,1,Tài sản ngắn hạn/Tổng tài sản,43%,44%,41%,35%,41%
DRC,2,Tài sản dài hạn/Tổng tài sản,57%,56%,59%,65%,59%
DRC,3,Nợ phải trả/Tổng nguồn vốn,44%,44%,47%,51%,57%
DRC,4,Nợ phải trả/Vốn chủ sở hữu,80%,78%,88%,104%,131%
DRC,5,Vốn chủ sở hữu/Tổng nguồn vốn,56%,56%,53%,49%,43%
DRC,6,Thanh toán hiện hành,134%,148%,149%,140%,139%
DRC,7,Thanh toán nhanh,46%,57%,59%,50%,42%
DRC,8,Thanh toán nợ ngắn hạn,2%,6%,27%,11%,6%
DRC,9,Vòng quay Tổng tài sản,31%,113%,106%,103%,99%
DRC,10,Vòng quay tài sản ngắn hạn,73%,264%,275%,270%,239%
DRC,11,Vòng quay vốn chủ sở hữu,55%,207%,207%,223%,220%
DRC,12,Vòng quay Hàng tồn kho,95%,342%,336%,303%,259%
DRC,13,Lợi nhuận trước thuế/Doanh thu thuần,4%,15%,16%,14%,18%
DRC,14,Lợi nhuận sau thuế/Doanh thu thuần,3%,12%,13%,11%,13%
DRC,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),9%,14%,13%,11%,12%
DRC,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),16%,25%,25%,23%,27%
DRC,1,Lợi nhuận trên vốn đầu tư (ROIC),3%,15%,16%,14%,18%
DRC,2,Tỷ lệ tăng trưởng doanh thu,9%,1%,4%,16%,1%
DRC,3,Lợi nhuận trên cổ phiếu (EPS),-40%,-5%,18%,-6%,20%
DRC,4,Vốn chủ sở hữu,-7%,-5%,9%,11%,18%
DRC,5,Tiền mặt,-81%,-79%,184%,56%,-28%
DRC,1,Cổ tức tiền mặt,N/A,28%,30%,30%,20%
DRC,2,Tăng trưởng giá cổ phiếu,-24%,6%,-10%,50%,91%
DRH,1,Tài sản ngắn hạn/Tổng tài sản,62%,24%,13%,26%,19%
DRH,2,Tài sản dài hạn/Tổng tài sản,38%,76%,87%,74%,81%
DRH,3,Nợ phải trả/Tổng nguồn vốn,28%,25%,33%,32%,39%
DRH,4,Nợ phải trả/Vốn chủ sở hữu,38%,34%,49%,48%,64%
DRH,5,Vốn chủ sở hữu/Tổng nguồn vốn,72%,75%,67%,68%,61%
DRH,6,Thanh toán hiện hành,227%,93%,40%,79%,49%
DRH,7,Thanh toán nhanh,142%,93%,40%,79%,49%
DRH,8,Thanh toán nợ ngắn hạn,3%,4%,3%,11%,3%
DRH,9,Vòng quay Tổng tài sản,0%,18%,59%,67%,59%
DRH,10,Vòng quay tài sản ngắn hạn,1%,89%,309%,298%,304%
DRH,11,Vòng quay vốn chủ sở hữu,0%,25%,88%,105%,98%
DRH,12,Vòng quay Hàng tồn kho,1%,0%,0%,0%,0%
DRH,13,Lợi nhuận trước thuế/Doanh thu thuần,823%,76%,11%,6%,1%
DRH,14,Lợi nhuận sau thuế/Doanh thu thuần,725%,65%,8%,6%,1%
DRH,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),11%,8%,4%,4%,1%
DRH,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),15%,11%,7%,6%,1%
DRH,1,Lợi nhuận trên vốn đầu tư (ROIC),"1,476%",77%,10%,6%,1%
DRH,2,Tỷ lệ tăng trưởng doanh thu,-72%,-42%,-7%,15%,-22%
DRH,3,Lợi nhuận trên cổ phiếu (EPS),331%,351%,37%,409%,-109%
DRH,4,Vốn chủ sở hữu,17%,183%,8%,14%,1%
DRH,5,Tiền mặt,-72%,151%,-68%,209%,80%
DRH,1,Cổ tức tiền mặt,N/A,N/A,N/A,N/A,N/A
DRH,2,Tăng trưởng giá cổ phiếu,-25%,29%,248%,152%,-8%
DST,1,Tài sản ngắn hạn/Tổng tài sản,27%,16%,19%,68%,71%
DST,2,Tài sản dài hạn/Tổng tài sản,73%,84%,81%,32%,29%
DST,3,Nợ phải trả/Tổng nguồn vốn,15%,2%,5%,23%,30%
DST,4,Nợ phải trả/Vốn chủ sở hữu,17%,2%,5%,30%,42%
DST,5,Vốn chủ sở hữu/Tổng nguồn vốn,85%,98%,95%,77%,70%
DST,6,Thanh toán hiện hành,265%,"1,819%","1,698%",293%,238%
DST,7,Thanh toán nhanh,211%,"1,775%","1,645%",251%,204%
DST,8,Thanh toán nợ ngắn hạn,6%,140%,571%,9%,66%
DST,9,Vòng quay Tổng tài sản,4%,21%,38%,233%,205%
DST,10,Vòng quay tài sản ngắn hạn,17%,122%,171%,335%,291%
DST,11,Vòng quay vốn chủ sở hữu,5%,22%,40%,318%,287%
DST,12,Vòng quay Hàng tồn kho,97%,"3,548%","2,775%","2,140%","1,604%"
DST,13,Lợi nhuận trước thuế/Doanh thu thuần,1%,3%,3%,1%,1%
DST,14,Lợi nhuận sau thuế/Doanh thu thuần,1%,2%,2%,0%,1%
DST,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),0%,0%,0%,1%,1%
DST,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),0%,0%,0%,1%,2%
DST,1,Lợi nhuận trên vốn đầu tư (ROIC),1%,3%,2%,0%,1%
DST,2,Tỷ lệ tăng trưởng doanh thu,-28%,19%,6%,9%,17%
DST,3,Lợi nhuận trên cổ phiếu (EPS),30%,110%,102%,-13%,-339%
DST,4,Vốn chủ sở hữu,45%,35%,"1,495%",-4%,2%
DST,5,Tiền mặt,26%,-74%,"3,679%",-90%,324%
DST,1,Cổ tức tiền mặt,N/A,N/A,N/A,N/A,N/A
DST,2,Tăng trưởng giá cổ phiếu,-56%,115%,106%,194%,81%
DTA,1,Tài sản ngắn hạn/Tổng tài sản,20%,19%,18%,8%,66%
DTA,2,Tài sản dài hạn/Tổng tài sản,80%,81%,82%,92%,34%
DTA,3,Nợ phải trả/Tổng nguồn vốn,49%,48%,56%,55%,55%
DTA,4,Nợ phải trả/Vốn chủ sở hữu,98%,91%,128%,124%,120%
DTA,5,Vốn chủ sở hữu/Tổng nguồn vốn,51%,52%,44%,45%,45%
DTA,6,Thanh toán hiện hành,78%,88%,52%,23%,239%
DTA,7,Thanh toán nhanh,78%,88%,49%,19%,37%
DTA,8,Thanh toán nợ ngắn hạn,23%,5%,6%,4%,6%
DTA,9,Vòng quay Tổng tài sản,0%,9%,16%,12%,8%
DTA,10,Vòng quay tài sản ngắn hạn,2%,48%,118%,34%,12%
DTA,11,Vòng quay vốn chủ sở hữu,1%,18%,35%,28%,16%
DTA,12,Vòng quay Hàng tồn kho,149%,"1,085%","1,073%",29%,14%
DTA,13,Lợi nhuận trước thuế/Doanh thu thuần,68%,1%,0%,2%,-46%
DTA,14,Lợi nhuận sau thuế/Doanh thu thuần,68%,1%,0%,2%,-34%
DTA,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),1%,0%,0%,0%,-3%
DTA,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),2%,0%,0%,1%,-6%
DTA,1,Lợi nhuận trên vốn đầu tư (ROIC),36%,1%,0%,3%,-33%
DTA,2,Tỷ lệ tăng trưởng doanh thu,-100%,-22%,0%,52%,-45%
DTA,3,Lợi nhuận trên cổ phiếu (EPS),0%,77%,-82%,0%,"-1,470%"
DTA,4,Vốn chủ sở hữu,53%,49%,0%,1%,-9%
DTA,5,Tiền mặt,"1,243%",-31%,20%,-1%,-6%
DTA,1,Cổ tức tiền mặt,N/A,N/A,N/A,N/A,N/A
DTA,2,Tăng trưởng giá cổ phiếu,307%,-34%,-32%,69%,N/A
DXG,1,Tài sản ngắn hạn/Tổng tài sản,85%,83%,84%,81%,74%
DXG,2,Tài sản dài hạn/Tổng tài sản,15%,17%,16%,19%,26%
DXG,3,Nợ phải trả/Tổng nguồn vốn,56%,36%,50%,50%,48%
DXG,4,Nợ phải trả/Vốn chủ sở hữu,126%,57%,102%,101%,95%
DXG,5,Vốn chủ sở hữu/Tổng nguồn vốn,44%,64%,50%,50%,50%
DXG,6,Thanh toán hiện hành,233%,303%,197%,197%,176%
DXG,7,Thanh toán nhanh,177%,243%,123%,141%,94%
DXG,8,Thanh toán nợ ngắn hạn,55%,119%,60%,87%,14%
DXG,9,Vòng quay Tổng tài sản,12%,55%,49%,30%,33%
DXG,10,Vòng quay tài sản ngắn hạn,14%,66%,59%,38%,45%
DXG,11,Vòng quay vốn chủ sở hữu,26%,94%,98%,59%,56%
DXG,12,Vòng quay Hàng tồn kho,15%,143%,91%,44%,49%
DXG,13,Lợi nhuận trước thuế/Doanh thu thuần,58%,33%,39%,53%,35%
DXG,14,Lợi nhuận sau thuế/Doanh thu thuần,50%,27%,32%,42%,26%
DXG,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),12%,12%,12%,10%,7%
DXG,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),27%,19%,25%,20%,14%
DXG,1,Lợi nhuận trên vốn đầu tư (ROIC),169%,46%,61%,104%,66%
DXG,2,Tỷ lệ tăng trưởng doanh thu,232%,80%,167%,53%,-16%
DXG,3,Lợi nhuận trên cổ phiếu (EPS),264%,60%,101%,85%,57%
DXG,4,Vốn chủ sở hữu,127%,100%,65%,69%,9%
DXG,5,Tiền mặt,331%,100%,17%,965%,-46%
DXG,1,Cổ tức tiền mặt,N/A,5%,N/A,N/A,N/A
DXG,2,Tăng trưởng giá cổ phiếu,75%,-14%,59%,12%,49%
EFI,1,Tài sản ngắn hạn/Tổng tài sản,54%,50%,45%,43%,62%
EFI,2,Tài sản dài hạn/Tổng tài sản,46%,50%,55%,57%,38%
EFI,3,Nợ phải trả/Tổng nguồn vốn,1%,1%,1%,1%,3%
EFI,4,Nợ phải trả/Vốn chủ sở hữu,1%,1%,1%,1%,3%
EFI,5,Vốn chủ sở hữu/Tổng nguồn vốn,99%,99%,99%,99%,97%
EFI,6,Thanh toán hiện hành,"4,408%","3,592%","5,637%","3,291%","2,470%"
EFI,7,Thanh toán nhanh,"4,408%","3,529%","5,637%","3,291%","2,470%"
EFI,8,Thanh toán nợ ngắn hạn,821%,"1,213%","1,482%","1,748%",910%
EFI,9,Vòng quay Tổng tài sản,9%,8%,8%,8%,6%
EFI,10,Vòng quay tài sản ngắn hạn,18%,18%,17%,14%,10%
EFI,11,Vòng quay vốn chủ sở hữu,10%,9%,8%,8%,7%
EFI,12,Vòng quay Hàng tồn kho,"1,880%","1,655%",0%,0%,0%
EFI,13,Lợi nhuận trước thuế/Doanh thu thuần,35%,53%,62%,61%,146%
EFI,14,Lợi nhuận sau thuế/Doanh thu thuần,30%,45%,53%,49%,111%
EFI,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),3%,4%,4%,4%,7%
EFI,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),3%,4%,4%,4%,8%
EFI,1,Lợi nhuận trên vốn đầu tư (ROIC),34%,51%,67%,75%,134%
EFI,2,Tỷ lệ tăng trưởng doanh thu,14%,17%,-1%,13%,-57%
EFI,3,Lợi nhuận trên cổ phiếu (EPS),-100%,0%,1%,-47%,0%
EFI,4,Vốn chủ sở hữu,3%,3%,3%,-2%,-2%
EFI,5,Tiền mặt,-39%,50%,-47%,-5%,54%
EFI,1,Cổ tức tiền mặt,N/A,N/A,N/A,N/A,8%
EFI,2,Tăng trưởng giá cổ phiếu,-10%,33%,-5%,28%,22%
EIB,1,Tài sản ngắn hạn/Tổng tài sản,79%,78%,77%,81%,85%
EIB,2,Tài sản dài hạn/Tổng tài sản,21%,22%,23%,19%,15%
EIB,3,Nợ phải trả/Tổng nguồn vốn,90%,90%,89%,91%,91%
EIB,4,Nợ phải trả/Vốn chủ sở hữu,903%,858%,850%,"1,045%","1,057%"
EIB,5,Vốn chủ sở hữu/Tổng nguồn vốn,10%,10%,11%,9%,9%
EIB,6,Thanh toán hiện hành,92%,91%,90%,92%,99%
EIB,7,Thanh toán nhanh,92%,91%,90%,92%,99%
EIB,8,Thanh toán nợ ngắn hạn,2%,2%,2%,1%,1%
EIB,9,Vòng quay Tổng tài sản,0%,2%,2%,2%,2%
EIB,10,Vòng quay tài sản ngắn hạn,1%,3%,3%,2%,2%
EIB,11,Vòng quay vốn chủ sở hữu,4%,23%,25%,19%,18%
EIB,12,Vòng quay Hàng tồn kho,0%,0%,0%,0%,0%
EIB,13,Lợi nhuận trước thuế/Doanh thu thuần,10%,13%,2%,3%,30%
EIB,14,Lợi nhuận sau thuế/Doanh thu thuần,8%,10%,1%,2%,24%
EIB,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),0%,0%,0%,0%,0%
EIB,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),4%,2%,0%,0%,4%
EIB,1,Lợi nhuận trên vốn đầu tư (ROIC),2%,4%,0%,1%,6%
EIB,2,Tỷ lệ tăng trưởng doanh thu,-16%,-9%,25%,-1%,-44%
EIB,3,Lợi nhuận trên cổ phiếu (EPS),0%,390%,13%,-92%,-69%
EIB,4,Vốn chủ sở hữu,3%,2%,-7%,-4%,-7%
EIB,5,Tiền mặt,-7%,-1%,23%,12%,-89%
EIB,1,Cổ tức tiền mặt,N/A,N/A,N/A,N/A,4%
EIB,2,Tăng trưởng giá cổ phiếu,32%,-20%,-13%,5%,-13%
ELC,1,Tài sản ngắn hạn/Tổng tài sản,73%,72%,63%,64%,64%
ELC,2,Tài sản dài hạn/Tổng tài sản,27%,28%,37%,36%,36%
ELC,3,Nợ phải trả/Tổng nguồn vốn,28%,32%,37%,36%,31%
ELC,4,Nợ phải trả/Vốn chủ sở hữu,39%,48%,58%,57%,46%
ELC,5,Vốn chủ sở hữu/Tổng nguồn vốn,72%,68%,63%,63%,68%
ELC,6,Thanh toán hiện hành,376%,296%,245%,203%,211%
ELC,7,Thanh toán nhanh,284%,254%,189%,170%,183%
ELC,8,Thanh toán nợ ngắn hạn,73%,36%,24%,16%,36%
ELC,9,Vòng quay Tổng tài sản,11%,113%,65%,32%,44%
ELC,10,Vòng quay tài sản ngắn hạn,15%,167%,102%,51%,68%
ELC,11,Vòng quay vốn chủ sở hữu,18%,173%,103%,50%,63%
ELC,12,Vòng quay Hàng tồn kho,48%,718%,357%,210%,413%
ELC,13,Lợi nhuận trước thuế/Doanh thu thuần,8%,9%,12%,19%,9%
ELC,14,Lợi nhuận sau thuế/Doanh thu thuần,6%,7%,10%,19%,8%
ELC,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),6%,8%,6%,6%,3%
ELC,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),8%,12%,10%,9%,5%
ELC,1,Lợi nhuận trên vốn đầu tư (ROIC),8%,9%,15%,30%,10%
ELC,2,Tỷ lệ tăng trưởng doanh thu,-75%,80%,119%,-21%,-13%
ELC,3,Lợi nhuận trên cổ phiếu (EPS),-49%,24%,20%,76%,-69%
ELC,4,Vốn chủ sở hữu,3%,9%,6%,6%,-4%
ELC,5,Tiền mặt,244%,45%,30%,-47%,-46%
ELC,1,Cổ tức tiền mặt,N/A,6%,6%,12%,8%
ELC,2,Tăng trưởng giá cổ phiếu,-34%,35%,87%,-18%,-31%
EVE,1,Tài sản ngắn hạn/Tổng tài sản,76%,72%,73%,72%,67%
EVE,2,Tài sản dài hạn/Tổng tài sản,24%,28%,27%,28%,33%
EVE,3,Nợ phải trả/Tổng nguồn vốn,28%,14%,18%,16%,12%
EVE,4,Nợ phải trả/Vốn chủ sở hữu,40%,16%,22%,20%,14%
EVE,5,Vốn chủ sở hữu/Tổng nguồn vốn,72%,86%,82%,84%,88%
EVE,6,Thanh toán hiện hành,557%,743%,503%,506%,628%
EVE,7,Thanh toán nhanh,321%,368%,267%,280%,313%
EVE,8,Thanh toán nợ ngắn hạn,95%,73%,29%,25%,54%
EVE,9,Vòng quay Tổng tài sản,23%,78%,84%,84%,84%
EVE,10,Vòng quay tài sản ngắn hạn,31%,107%,116%,120%,127%
EVE,11,Vòng quay vốn chủ sở hữu,29%,93%,102%,98%,100%
EVE,12,Vòng quay Hàng tồn kho,44%,146%,163%,168%,161%
EVE,13,Lợi nhuận trước thuế/Doanh thu thuần,4%,13%,17%,14%,16%
EVE,14,Lợi nhuận sau thuế/Doanh thu thuần,3%,10%,13%,11%,11%
EVE,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),3%,8%,10%,9%,10%
EVE,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),4%,9%,13%,10%,11%
EVE,1,Lợi nhuận trên vốn đầu tư (ROIC),5%,16%,20%,16%,18%
EVE,2,Tỷ lệ tăng trưởng doanh thu,16%,-2%,12%,5%,11%
EVE,3,Lợi nhuận trên cổ phiếu (EPS),-65%,-27%,36%,-5%,7%
EVE,4,Vốn chủ sở hữu,0%,6%,10%,6%,8%
EVE,5,Tiền mặt,226%,70%,31%,-31%,-52%
EVE,1,Cổ tức tiền mặt,N/A,10%,20%,10%,11%
EVE,2,Tăng trưởng giá cổ phiếu,-20%,40%,7%,-6%,31%
FCM,1,Tài sản ngắn hạn/Tổng tài sản,66%,63%,57%,67%,59%
FCM,2,Tài sản dài hạn/Tổng tài sản,34%,37%,43%,33%,41%
FCM,3,Nợ phải trả/Tổng nguồn vốn,45%,45%,40%,47%,47%
FCM,4,Nợ phải trả/Vốn chủ sở hữu,82%,81%,66%,103%,88%
FCM,5,Vốn chủ sở hữu/Tổng nguồn vốn,55%,55%,60%,46%,53%
FCM,6,Thanh toán hiện hành,153%,148%,171%,168%,190%
FCM,7,Thanh toán nhanh,77%,84%,94%,111%,152%
FCM,8,Thanh toán nợ ngắn hạn,5%,7%,14%,8%,4%
FCM,9,Vòng quay Tổng tài sản,15%,71%,56%,63%,87%
FCM,10,Vòng quay tài sản ngắn hạn,24%,117%,89%,99%,161%
FCM,11,Vòng quay vốn chủ sở hữu,28%,123%,105%,130%,178%
FCM,12,Vòng quay Hàng tồn kho,39%,216%,173%,222%,503%
FCM,13,Lợi nhuận trước thuế/Doanh thu thuần,3%,7%,6%,7%,11%
FCM,14,Lợi nhuận sau thuế/Doanh thu thuần,2%,6%,4%,6%,8%
FCM,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),3%,4%,3%,3%,6%
FCM,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),6%,7%,4%,6%,12%
FCM,1,Lợi nhuận trên vốn đầu tư (ROIC),3%,7%,6%,8%,12%
FCM,2,Tỷ lệ tăng trưởng doanh thu,-17%,31%,9%,14%,60%
FCM,3,Lợi nhuận trên cổ phiếu (EPS),-9%,85%,-8%,-35%,100%
FCM,4,Vốn chủ sở hữu,2%,0%,28%,44%,79%
FCM,5,Tiền mặt,-35%,-36%,48%,377%,-70%
FCM,1,Cổ tức tiền mặt,N/A,5%,5%,N/A,6%
FCM,2,Tăng trưởng giá cổ phiếu,29%,-11%,-36%,12%,-47%
FCN,1,Tài sản ngắn hạn/Tổng tài sản,66%,70%,66%,64%,73%
FCN,2,Tài sản dài hạn/Tổng tài sản,34%,33%,34%,36%,27%
FCN,3,Nợ phải trả/Tổng nguồn vốn,60%,63%,66%,64%,56%
FCN,4,Nợ phải trả/Vốn chủ sở hữu,147%,170%,196%,191%,145%
FCN,5,Vốn chủ sở hữu/Tổng nguồn vốn,40%,37%,34%,33%,39%
FCN,6,Thanh toán hiện hành,163%,180%,151%,137%,138%
FCN,7,Thanh toán nhanh,127%,156%,121%,122%,124%
FCN,8,Thanh toán nợ ngắn hạn,13%,20%,23%,23%,42%
FCN,9,Vòng quay Tổng tài sản,18%,67%,65%,71%,85%
FCN,10,Vòng quay tài sản ngắn hạn,27%,99%,99%,105%,128%
FCN,11,Vòng quay vốn chủ sở hữu,54%,189%,192%,201%,219%
FCN,12,Vòng quay Hàng tồn kho,87%,501%,503%,816%,566%
FCN,13,Lợi nhuận trước thuế/Doanh thu thuần,14%,10%,11%,13%,12%
FCN,14,Lợi nhuận sau thuế/Doanh thu thuần,11%,8%,9%,10%,10%
